"Set","Soil_Organic_Carbon_kg_m2","Type"
569,6.17083921236116,"MIMICS"
570,5.23707430404491,"MIMICS"
571,5.16552535288797,"MIMICS"
572,6.65541312270703,"MIMICS"
573,14.0796644110079,"MIMICS"
574,13.9072334343001,"MIMICS"
575,13.2264089522806,"MIMICS"
576,10.6583041265433,"MIMICS"
577,11.3788129663651,"MIMICS"
578,4.91219589014013,"MIMICS"
579,4.19550424405114,"MIMICS"
582,5.44582393015186,"MIMICS"
583,4.44062545473677,"MIMICS"
585,11.6370394085356,"MIMICS"
587,7.3812818973118,"MIMICS"
588,7.82124167656802,"MIMICS"
589,8.43626582968919,"MIMICS"
590,6.97406321252865,"MIMICS"
591,9.04468409546884,"MIMICS"
592,7.60257680092094,"MIMICS"
593,11.0936222632248,"MIMICS"
594,10.7177114285254,"MIMICS"
595,9.28150932350455,"MIMICS"
596,10.3481345533698,"MIMICS"
597,8.93172003788827,"MIMICS"
598,9.03868612930437,"MIMICS"
599,10.2249722581378,"MIMICS"
600,9.93087813365941,"MIMICS"
601,10.8346854571296,"MIMICS"
602,12.8484448100206,"MIMICS"
603,9.65945929387527,"MIMICS"
604,9.72316913577187,"MIMICS"
605,11.2932004230158,"MIMICS"
607,11.4942460810798,"MIMICS"
608,11.3560524125534,"MIMICS"
609,10.561990181638,"MIMICS"
610,14.0225968996767,"MIMICS"
611,11.8617636607967,"MIMICS"
612,10.7639055566484,"MIMICS"
613,9.15417484097736,"MIMICS"
614,10.060254250813,"MIMICS"
615,10.1688985837368,"MIMICS"
616,11.4293775976342,"MIMICS"
617,9.47490829300229,"MIMICS"
618,9.16174051691137,"MIMICS"
619,12.5994514152588,"MIMICS"
620,11.2370691286386,"MIMICS"
621,14.1526735099702,"MIMICS"
622,10.1616578701273,"MIMICS"
623,10.7594496923734,"MIMICS"
624,11.5077749916262,"MIMICS"
625,13.2701949406254,"MIMICS"
626,12.8535822393074,"MIMICS"
627,10.5545307180532,"MIMICS"
628,8.64657469965276,"MIMICS"
630,11.4317803983335,"MIMICS"
632,11.7749415590932,"MIMICS"
633,10.276572949266,"MIMICS"
634,12.4611162917257,"MIMICS"
635,12.211268454583,"MIMICS"
636,10.1395296647917,"MIMICS"
637,9.59602915946307,"MIMICS"
638,14.7187061724831,"MIMICS"
639,16.410701924948,"MIMICS"
640,11.8374193828355,"MIMICS"
643,15.9408902513166,"MIMICS"
644,10.4902552051998,"MIMICS"
645,10.0232609744029,"MIMICS"
646,12.4765339042438,"MIMICS"
648,11.21853574388,"MIMICS"
650,12.4611501217522,"MIMICS"
651,12.1556602744712,"MIMICS"
652,16.2529957746494,"MIMICS"
653,11.0813918344548,"MIMICS"
654,11.6362702218228,"MIMICS"
655,9.4484816056992,"MIMICS"
656,15.3578750034048,"MIMICS"
657,17.5231288571724,"MIMICS"
658,22.7180365163268,"MIMICS"
659,18.6934719803444,"MIMICS"
660,21.9104582418405,"MIMICS"
662,13.0280088517148,"MIMICS"
667,21.7338183802174,"MIMICS"
668,13.5753247679984,"MIMICS"
669,16.4948735112628,"MIMICS"
671,17.8292956100819,"MIMICS"
672,16.4641987517943,"MIMICS"
673,10.8198468164513,"MIMICS"
674,15.2041549571616,"MIMICS"
675,16.7053030306456,"MIMICS"
676,10.5792918410983,"MIMICS"
677,13.2213531811912,"MIMICS"
678,12.6680315656463,"MIMICS"
679,13.5418984674119,"MIMICS"
680,10.892575216747,"MIMICS"
681,10.2614011809991,"MIMICS"
682,13.814660738369,"MIMICS"
684,12.3881969364952,"MIMICS"
685,10.9582151572279,"MIMICS"
686,15.3875573272867,"MIMICS"
687,13.6163880322457,"MIMICS"
688,18.8975280284359,"MIMICS"
689,14.1485159776765,"MIMICS"
690,14.557584399364,"MIMICS"
691,17.2775919398545,"MIMICS"
692,12.3493746818378,"MIMICS"
693,8.30592068132735,"MIMICS"
694,9.52075255167865,"MIMICS"
695,9.81679624837158,"MIMICS"
696,19.3331434469967,"MIMICS"
697,15.425792392379,"MIMICS"
698,10.4444869260417,"MIMICS"
699,18.1810484895411,"MIMICS"
700,16.6113822095817,"MIMICS"
701,11.5866398323731,"MIMICS"
702,10.3178382656739,"MIMICS"
703,11.0373900214969,"MIMICS"
704,12.3336872876129,"MIMICS"
706,7.1321931369631,"MIMICS"
707,10.657855187244,"MIMICS"
708,8.58887577713564,"MIMICS"
709,30.1784043919865,"MIMICS"
710,36.9274560447547,"MIMICS"
711,40.1156074366012,"MIMICS"
712,19.8893214069824,"MIMICS"
713,32.8445952582834,"MIMICS"
714,21.5851893815327,"MIMICS"
716,28.0620510347362,"MIMICS"
717,25.3262789367231,"MIMICS"
718,28.5162549607133,"MIMICS"
719,29.4451796445756,"MIMICS"
720,25.0193858808076,"MIMICS"
721,21.7001097505114,"MIMICS"
722,30.3384690980927,"MIMICS"
723,25.9611459695652,"MIMICS"
724,32.4426539734889,"MIMICS"
725,38.2170143256812,"MIMICS"
726,20.303258807472,"MIMICS"
727,27.2157660886837,"MIMICS"
728,26.1091140647462,"MIMICS"
729,24.6764737795545,"MIMICS"
730,28.0545522247879,"MIMICS"
731,30.0025078363563,"MIMICS"
732,29.9152436582597,"MIMICS"
733,22.5637867257462,"MIMICS"
734,19.9758264535636,"MIMICS"
735,23.1016869808114,"MIMICS"
736,28.4974653771598,"MIMICS"
737,23.0453416186064,"MIMICS"
738,26.7277625747032,"MIMICS"
739,28.34624436744,"MIMICS"
740,28.459587372774,"MIMICS"
741,37.8738651662662,"MIMICS"
742,29.3363521325037,"MIMICS"
743,19.8876203466055,"MIMICS"
744,31.9765505013868,"MIMICS"
745,23.0922513950277,"MIMICS"
746,33.5001561873498,"MIMICS"
747,31.7275928456739,"MIMICS"
748,26.3871298408222,"MIMICS"
749,24.5792119676767,"MIMICS"
750,22.167887395381,"MIMICS"
751,19.5827403429902,"MIMICS"
752,37.1783696154254,"MIMICS"
753,32.6470985307603,"MIMICS"
754,24.4547682838767,"MIMICS"
755,25.0336270453406,"MIMICS"
756,19.2789969661728,"MIMICS"
757,26.2452538575727,"MIMICS"
758,24.7324388287921,"MIMICS"
759,22.5249453200654,"MIMICS"
760,29.2233497015302,"MIMICS"
761,37.3826539895687,"MIMICS"
762,27.9377054964893,"MIMICS"
763,31.8118236122499,"MIMICS"
764,26.0169815264289,"MIMICS"
765,30.288893090665,"MIMICS"
766,37.4906673094824,"MIMICS"
767,24.2503326158927,"MIMICS"
768,22.2013648280347,"MIMICS"
769,28.6585639510638,"MIMICS"
770,27.9239342645131,"MIMICS"
771,26.0951204362961,"MIMICS"
772,23.9723176821045,"MIMICS"
773,24.4753665519484,"MIMICS"
774,28.1856434292484,"MIMICS"
775,28.1107347917759,"MIMICS"
776,25.392230699178,"MIMICS"
777,22.6203480437511,"MIMICS"
778,27.5033915488536,"MIMICS"
779,30.1986082331705,"MIMICS"
780,27.9193234783067,"MIMICS"
781,36.6765398945621,"MIMICS"
782,29.7561040680476,"MIMICS"
783,23.065194686372,"MIMICS"
784,30.2236996549997,"MIMICS"
785,30.7435390613988,"MIMICS"
786,23.483952965711,"MIMICS"
787,22.757394929677,"MIMICS"
788,21.8902938621318,"MIMICS"
789,22.02077441795,"MIMICS"
790,18.4620609399311,"MIMICS"
791,30.4586023114564,"MIMICS"
792,23.2564473180713,"MIMICS"
793,17.7179902401609,"MIMICS"
794,34.9133433168328,"MIMICS"
795,15.9083927382903,"MIMICS"
796,19.4906068479047,"MIMICS"
797,35.4013449469355,"MIMICS"
798,24.784876481002,"MIMICS"
799,20.4580725438348,"MIMICS"
800,26.3806392104101,"MIMICS"
801,20.9926403547752,"MIMICS"
802,24.0577103171897,"MIMICS"
803,29.8292086540748,"MIMICS"
804,22.5471173056879,"MIMICS"
805,23.0231141099245,"MIMICS"
806,29.2168806163258,"MIMICS"
807,24.468361524215,"MIMICS"
808,26.2942602410128,"MIMICS"
809,24.2592421617666,"MIMICS"
810,21.753383133544,"MIMICS"
811,24.9128219027024,"MIMICS"
812,0,"MIMICS"
813,0,"MIMICS"
814,0,"MIMICS"
815,0.292772536734123,"MIMICS"
816,0,"MIMICS"
817,0,"MIMICS"
818,0,"MIMICS"
819,0,"MIMICS"
820,0,"MIMICS"
821,0,"MIMICS"
822,0,"MIMICS"
823,0,"MIMICS"
824,0.537693483850359,"MIMICS"
825,4.02985439003296,"MIMICS"
826,3.95922126740052,"MIMICS"
827,3.92855114812381,"MIMICS"
828,4.92714946430211,"MIMICS"
829,4.28794482383209,"MIMICS"
830,3.97276151118158,"MIMICS"
831,3.87902635092762,"MIMICS"
832,0.580857682617889,"MIMICS"
833,0,"MIMICS"
835,0,"MIMICS"
836,9.08991550351042,"MIMICS"
837,6.20987693501695,"MIMICS"
838,4.81255293579181,"MIMICS"
839,4.6547347384988,"MIMICS"
840,5.3797917084145,"MIMICS"
841,5.35764966799645,"MIMICS"
842,4.66535761107962,"MIMICS"
843,4.80706083910609,"MIMICS"
844,11.813355525037,"MIMICS"
845,12.3731856999364,"MIMICS"
846,15.9234821922175,"MIMICS"
847,10.2503563220932,"MIMICS"
848,12.3481382097977,"MIMICS"
849,9.48167291535493,"MIMICS"
850,6.10612719698234,"MIMICS"
851,5.86902253608148,"MIMICS"
852,5.8591561070853,"MIMICS"
853,6.97007982306232,"MIMICS"
854,5.9764715441713,"MIMICS"
855,6.62293775188428,"MIMICS"
856,5.57727027625468,"MIMICS"
857,5.78440573693348,"MIMICS"
858,6.7354965416351,"MIMICS"
859,12.0560382818448,"MIMICS"
860,13.7262103027983,"MIMICS"
861,21.8746104306969,"MIMICS"
863,13.3551355221079,"MIMICS"
864,11.073890146803,"MIMICS"
865,13.5610666652112,"MIMICS"
866,12.6806992220962,"MIMICS"
867,19.3532589956996,"MIMICS"
868,14.3845805702624,"MIMICS"
869,20.1369356402335,"MIMICS"
870,14.0649808810078,"MIMICS"
871,10.0222825603992,"MIMICS"
872,15.9082390119439,"MIMICS"
873,11.4692117122391,"MIMICS"
874,16.7815401665691,"MIMICS"
875,14.3028908708559,"MIMICS"
876,29.9098706372291,"MIMICS"
877,14.5997683708049,"MIMICS"
878,12.8956635996877,"MIMICS"
879,18.8080151172826,"MIMICS"
880,17.8333891320518,"MIMICS"
881,11.6923231634211,"MIMICS"
882,10.2134476790847,"MIMICS"
883,10.5359002884545,"MIMICS"
884,9.46342844878471,"MIMICS"
885,15.87313804364,"MIMICS"
886,6.82353168671709,"MIMICS"
887,8.26693626080689,"MIMICS"
888,6.80571109262993,"MIMICS"
889,9.09563507019652,"MIMICS"
890,12.5978992950176,"MIMICS"
891,6.54364199988512,"MIMICS"
892,5.45337038883063,"MIMICS"
893,8.43788468066658,"MIMICS"
894,6.4719983133083,"MIMICS"
895,5.29660325367038,"MIMICS"
896,4.80756844560344,"MIMICS"
897,4.95127209850534,"MIMICS"
898,4.93208815465707,"MIMICS"
899,4.76698079700986,"MIMICS"
900,4.85238734987577,"MIMICS"
901,6.46587514692561,"MIMICS"
902,4.87243534485971,"MIMICS"
903,5.02180125168829,"MIMICS"
905,5.9235379103164,"MIMICS"
907,5.36394969447191,"MIMICS"
908,10.1566411057478,"MIMICS"
909,6.5252297125743,"MIMICS"
910,5.89132236100394,"MIMICS"
911,5.52933419036231,"MIMICS"
913,17.5446971653161,"MIMICS"
914,23.162450177655,"MIMICS"
915,10.3627335562386,"MIMICS"
916,6.4430188374174,"MIMICS"
917,6.32202791595308,"MIMICS"
919,10.7228364760439,"MIMICS"
920,6.16586973277078,"MIMICS"
921,8.10201901514442,"MIMICS"
922,10.000896212661,"MIMICS"
923,7.96245060559284,"MIMICS"
924,9.57740286219707,"MIMICS"
925,11.4689908090793,"MIMICS"
926,10.1291326256643,"MIMICS"
928,8.66412177682093,"MIMICS"
929,11.3536039345997,"MIMICS"
930,8.73011866798647,"MIMICS"
931,11.3821035802398,"MIMICS"
932,9.44503063782406,"MIMICS"
933,11.200004293177,"MIMICS"
934,25.7017506312208,"MIMICS"
935,23.3408783626939,"MIMICS"
936,13.2724183354288,"MIMICS"
937,30.6657754455032,"MIMICS"
938,9.77590227157187,"MIMICS"
939,10.197086211982,"MIMICS"
940,8.88492888470987,"MIMICS"
941,23.2062299882024,"MIMICS"
942,11.4942702060303,"MIMICS"
943,22.6160162908709,"MIMICS"
944,21.2001323817239,"MIMICS"
945,17.9114065418043,"MIMICS"
946,23.5010656059155,"MIMICS"
947,24.2951820639904,"MIMICS"
948,14.1345278011743,"MIMICS"
949,15.8235224790107,"MIMICS"
950,13.8249033579827,"MIMICS"
951,23.8978837455507,"MIMICS"
952,16.7492980174052,"MIMICS"
953,17.5084507211003,"MIMICS"
955,14.5563110153582,"MIMICS"
956,22.2529177807529,"MIMICS"
957,23.1094354565093,"MIMICS"
958,13.1860726227476,"MIMICS"
959,8.53271153669306,"MIMICS"
960,13.3146015450765,"MIMICS"
961,8.78467739528851,"MIMICS"
962,11.2763368671953,"MIMICS"
963,9.63539135921502,"MIMICS"
964,10.8275713239886,"MIMICS"
965,18.1095927376086,"MIMICS"
966,11.6876033146524,"MIMICS"
967,15.9904944587713,"MIMICS"
968,11.4853213773462,"MIMICS"
970,11.5177156222536,"MIMICS"
971,10.9911007717907,"MIMICS"
972,10.6722072240752,"MIMICS"
973,12.285961495027,"MIMICS"
974,13.0234696678068,"MIMICS"
975,10.6933733827876,"MIMICS"
976,12.9776697802318,"MIMICS"
978,13.647801459041,"MIMICS"
979,11.2468014984523,"MIMICS"
980,9.18331797637931,"MIMICS"
981,10.7595202381089,"MIMICS"
982,17.2523435037941,"MIMICS"
984,8.52911618464781,"MIMICS"
1,4.43861359818684,"Millennial"
2,4.54109882662577,"Millennial"
3,4.26856791281596,"Millennial"
4,4.61322222040826,"Millennial"
5,5.17917252970575,"Millennial"
6,4.39266054205079,"Millennial"
7,4.00903751400317,"Millennial"
8,4.39444742144815,"Millennial"
9,4.68290658889097,"Millennial"
10,4.90575276963575,"Millennial"
11,4.55878930122904,"Millennial"
12,4.29191237427303,"Millennial"
13,4.4041462042155,"Millennial"
14,4.33934109190131,"Millennial"
